"","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","score","citric.acid"
"3239",5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6.25,0.27
"3240",5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6.99,0.27
"3241",8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,6.2,0.28
"3242",7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,6.17,0.29
"3243",6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,4.67,0.13
"3244",7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7.53,0.27
"3245",7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5.15,0.35
"3246",6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5.43,0.44
"3247",7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6.45,0.46
"3248",6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,7,0.3
"3249",7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5.19,0.35
"3250",6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5.32,0.44
"3251",7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6.2,0.28
"3252",6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,5.77,0.47
"3253",6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7.23,0.25
"3254",7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6.23,0.31
"3255",8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6.25,0.27
"3256",6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6.57,0.37
"3257",6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6.5,0.2
"3258",6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6.15,0.2
"3259",7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6.92,0.29
"3260",6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6.42,0.37
"3261",7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6.67,0.29
"3262",6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,6.92,0.19
"3263",6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6.84,0.2
"3264",7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6.23,0.32
"3265",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6.89,0.22
"3266",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6.79,0.22
"3267",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6.56,0.22
"3268",5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6.08,0.15
"3269",4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7.63,0.21
"3270",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6.72,0.22
"3271",7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4.94,0.24
"3272",6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6.23,0.28
"3273",7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,6.36,0.34
"3274",6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6.35,0.28
"3275",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6.62,0.28
"3276",6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6.43,0.27
"3277",7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7.89,0.34
"3278",6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6.39,0.27
"3279",5.9,0.655,NA,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4.36,0
"3280",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6.3,0.28
"3281",7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6.53,0.4
"3282",8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6.52,0.21
"3283",6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7.31,0.28
"3284",7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5.78,0.36
"3285",7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7.82,0.27
"3286",6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,4.03,0.22
"3287",7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7.22,0.24
"3288",6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6.65,0.32
"3289",7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6.64,0.3
"3290",7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7.23,0.35
"3291",5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7.36,0.28
"3292",6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7.37,0.35
"3293",6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5.21,0.36
"3294",5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7.3,0.27
"3295",5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7.8,0.28
"3296",6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7.4,0.32
"3297",7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7.19,0.29
"3298",6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7.55,0.28
"3299",6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6.27,0.28
"3300",5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7.26,0.24
"3301",6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6.19,0.38
"3302",6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6.53,0.3
"3303",6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7.63,0.24
"3304",6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6.03,0.24
"3305",7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7.6,0.27
"3306",6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5.22,0.48
"3307",6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5.59,0.24
"3308",6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6.38,0.18
"3309",6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5.29,0.48
"3310",6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6.09,0.18
"3311",6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6.86,0.18
"3312",6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5.36,0.24
"3313",7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5.16,0.61
"3314",7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5.94,0.33
"3315",7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7.11,0.24
"3316",6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,7,0.28
"3317",6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7.22,0.26
"3318",7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7.78,0.24
"3319",6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6.51,0.28
"3320",6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7.97,0.28
"3321",7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5.44,0.61
"3322",7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5.31,0.33
"3323",6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5.97,0.2
"3324",6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6.98,0.2
"3325",6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6.05,0.2
"3326",6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6.37,0.25
"3327",6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6.84,0.25
"3328",6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6.81,0.51
"3329",6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6.66,0.25
"3330",7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,7.73,0.27
"3331",5.8,0.58,NA,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6.44,0
"3332",6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7.37,0.39
"3333",8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7.72,0.34
"3334",6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7.4,0.32
"3335",6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6.82,0.32
"3336",6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6.33,0.33
"3337",6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6.73,0.4
"3338",6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6.22,0.4
"3339",6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6.14,0.33
"3340",6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7.62,0.23
"3341",5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6.5,0.28
"3342",7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6.4,0.37
"3343",6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6.6,0.17
"3344",6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6.47,0.33
"3345",6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6.62,0.17
"3346",6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6.75,0.32
"3347",6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7.14,0.26
"3348",7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7.92,0.28
"3349",5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8.18,0.47
"3350",5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7.93,0.3
"3351",5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8.8,0.16
"3352",5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8.03,0.28
"3353",6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6.42,0.39
"3354",6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4.09,0.12
"3355",6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6.61,0.31
"3356",5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8.24,0.54
"3357",5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8.95,0.16
"3358",6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7.94,0.26
"3359",5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8.24,0.28
"3360",6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5.59,0.26
"3361",5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7.43,0.32
"3362",6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6.76,0.18
"3363",6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7.28,0.29
"3364",5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7.69,0.3
"3365",6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5.24,0.2
"3366",5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6.63,0.19
"3367",5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7.82,0.3
"3368",6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6.83,0.58
"3369",7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5.58,0.25
"3370",7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7.68,0.27
"3371",6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6.29,0.41
"3372",7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8.27,0.26
"3373",6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7.65,0.44
"3374",6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6.3,0.41
"3375",6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7.85,0.3
"3376",6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6.7,0.41
"3377",7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5.83,0.37
"3378",6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,5.2,0.27
"3379",7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6.77,0.35
"3380",7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8.33,0.26
"3381",5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7.68,0.24
"3382",7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7.84,0.27
"3383",6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7.8,0.3
"3384",7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5.66,0.25
"3385",6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6.31,0.4
"3386",6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7.69,0.44
"3387",6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6.46,0.41
"3388",6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6.01,0.34
"3389",7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5.59,0.37
"3390",7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,6,0.27
"3391",6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5.01,0.22
"3392",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6.63,0.31
"3393",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,0.31
"3394",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6.65,0.31
"3395",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,7,0.31
"3396",6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6.94,0.43
"3397",6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5.35,0.09
"3398",4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5.96,0.09
"3399",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6.82,0.31
"3400",6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5.23,0.18
"3401",6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5.01,0.23
"3402",6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6.54,0.38
"3403",6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,5.37,0.26
"3404",6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6.77,0.24
"3405",6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5.27,0.22
"3406",6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5.72,0.45
"3407",6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7.27,0.27
"3408",7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5.6,0.23
"3409",7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,5.47,0.23
"3410",5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7.97,0.28
"3411",5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6.89,0.33
"3412",6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,6.36,0.28
"3413",4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7.33,0.28
"3414",5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7.62,0.28
"3415",6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7.13,0.33
"3416",7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5.4,0.41
"3417",6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6.06,0.2
"3418",7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6.26,0.26
"3419",7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5.41,0.41
"3420",6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6.63,0.34
"3421",6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5.75,0.29
"3422",6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6.93,0.46
"3423",6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4.6,0.48
"3424",5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,6.74,0.18
"3425",7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5.75,0.28
"3426",6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5.88,0.25
"3427",6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6.99,0.29
"3428",5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5.64,0.23
"3429",6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5.47,0.34
"3430",6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5.39,0.33
"3431",5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8.55,0.15
"3432",5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5.48,0.23
"3433",6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5.06,0.34
"3434",6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5.38,0.33
"3435",6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7.65,0.28
"3436",6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5.95,0.24
"3437",5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8.01,0.15
"3438",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5.86,0.17
"3439",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5.56,0.17
"3440",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5.59,0.17
"3441",6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6.55,0.29
"3442",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5.84,0.17
"3443",7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4.38,0.31
"3444",6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6.85,0.28
"3445",6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6.12,0.29
"3446",5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5.77,0.12
"3447",6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5.12,0.39
"3448",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6.41,0.28
"3449",6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5.36,0.31
"3450",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6.58,0.28
"3451",6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7.35,0.3
"3452",6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7.02,0.45
"3453",6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5.3,0.39
"3454",7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6.7,0.29
"3455",7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6.79,0.3
"3456",6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5.15,0.45
"3457",6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6.65,0.27
"3458",5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7,0.31
"3459",7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5.88,0.48
"3460",6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5.17,0.44
"3461",6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5.94,0.52
"3462",6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6.08,0.52
"3463",6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5.19,0.45
"3464",6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5.66,0.5
"3465",6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,6.94,0.3
"3466",6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6.89,0.26
"3467",5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5.09,0.45
"3468",6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6.53,0.27
"3469",6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6.61,0.29
"3470",7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5.11,0.21
"3471",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5.66,0.39
"3472",7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5.08,0.28
"3473",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,0.3
"3474",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5.73,0.39
"3475",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6.14,0.3
"3476",7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5.65,0.21
"3477",6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3.52,0.34
"3478",7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,5.78,0.38
"3479",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5.89,0.39
"3480",7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5.3,0.28
"3481",7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,5.93,0.28
"3482",6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7.34,0.32
"3483",6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5.83,0.3
"3484",6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6.91,0.24
"3485",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6.25,0.26
"3486",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6.81,0.26
"3487",6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5.35,0.2
"3488",6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6.68,0.28
"3489",7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6.57,0.28
"3490",6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,5.88,0.49
"3491",7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7.28,0.3
"3492",6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6.41,0.21
"3493",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6.88,0.26
"3494",5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5.06,0.18
"3495",6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6.17,0.24
"3496",7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7.93,0.23
"3497",4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7.79,0.23
"3498",7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6.01,0.29
"3499",6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5.63,0.22
"3500",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5.58,0.23
"3501",8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6.78,0.33
"3502",8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6.36,0.33
"3503",6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5.67,0.22
"3504",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5.35,0.23
